site-address,deliverable,end-date,entry-date,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-plan-url,start-date
"North Wingfield Primary School, Draycott Road, North Wingfield",,,2020-03-31,,1.01,28,28,Former school buildings have already been demolished (15/00830/DEM).|https://www.ne-derbyshire.gov.uk/documents/eb-hou6b-housing-sites-appendix-c/viewdocument,local-authority-eng:NED,owned by a public authority,,http://planapps-online.ne-derbyshire.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=NT28SQLILR200,not permissioned,,NW/1605,https://www.ne-derbyshire.gov.uk/documents/nw-1605/download,2017-10-31
"103/105 Williamthorpe Road, North Wingfield",yes,,2020-03-31,,0.41,10,10,Demolition of former frozen food shop and derelict bungalow and proposed development of 6 detached bungalows granted (19/00308/FL) on the east side of the site. The west side of the site is owned by a different landowner and has no permission yet. It is considered that the remaining area could provide for up to 4 dwellings.|https://www.ne-derbyshire.gov.uk/documents/eb-hou6b-housing-sites-appendix-c/viewdocument,local-authority-eng:NED,not owned by a public authority,2019-05-14,http://planapps-online.ne-derbyshire.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=KJZO7QLI03L00,permissioned,full planning permission,NW/2201,https://www.ne-derbyshire.gov.uk/documents/nw-2201/download,2017-10-31
"Garage site and Plots off Byron Grove, Stonebroom",,,2020-03-31,,0.25,8,8,https://www.ne-derbyshire.gov.uk/documents/eb-hou6b-housing-sites-appendix-c/viewdocument,local-authority-eng:NED,owned by a public authority,,,not permissioned,,S&H/902,https://www.ne-derbyshire.gov.uk/documents/s-h-902/download,2017-10-31
"Mill Lane, Wingerworth",,31/10/2019,2019-10-31,,5.38,145,145,"In Oct 2007, planning permission (05/01143/OL) granted for a mix of uses including residential units (C3), commercial development (B1) and industrial development (B2) but expired. This brownfield site is part of the larger Avenue Strategic Site which is re-developed for housing. However, it is currently uncertain if residential development for the site is achieveable. The site is therefore withdrawn from the register.|https://www.ne-derbyshire.gov.uk/documents/eb-hou6b-housing-sites-appendix-c/viewdocument",local-authority-eng:NED,owned by a public authority,2007-10-15,http://planapps-online.ne-derbyshire.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=INVLYJLII2000,permissioned,outline planning permission,WW/2201a,https://www.ne-derbyshire.gov.uk/documents/ww-2201-a/download,2017-10-31
"The Bungalow, Park Farm, Park Avenue, Holmesfield",,,2020-03-31,,0.38,3,3,Outline application with all matters reserved for two dwellings (revised scheme of previously approved 15/01225/OL). Although located in the Green Belt it is considered that this proposal complies with para 89 of the 2012 NPPF. Reserved matters application (19/01038/RM) pursuant of 15/01225/OL for the development of 3no dwellings has been conditionally approved on 2nd April 2020.,local-authority-eng:NED,not owned by a public authority,2020-04-02,http://planapps-online.ne-derbyshire.gov.uk/online-applications/applicationDetails.do?activeTab=relatedCases&keyVal=OQRTQLLIK2A00,permissioned,reserved matters approval,17/00609/OL,https://www.ne-derbyshire.gov.uk/documents/17-00609-ol/download,2017-10-31
"NEDDC Area Housing Office, High Street, Dronfield, S18 1PY",yes,,2020-03-31,,0.2,10,10,Conversion of existing buildings into residential dwellings and the development of 4 new dwellings on associated car park.,local-authority-eng:NED,owned by a public authority,2017-12-14,,permissioned,full planning permission,17/00751/FL,https://www.ne-derbyshire.gov.uk/documents/17-00751-fl/download,2017-10-31
"Commercial Inn, Bridge Street, Pilsley, Chesterfield, S45 8HE",,,2020-03-31,,0.11,5,5,"Proposed demolition of the existing Commercial Inn and construction of a purpose built residential care and nursing home refused in December 2018. Another planning application for the demolition and re-development for 10no one bedroom apartments withdrawn in March 2020 (20/00202/FL). Although the housing yield calculation of the Housing LAA would result in 3 dwellings, the site may be able to accommodate a higher yield of 5 dwellings. This is due to the fact that there is an existing building with two dwellings approved on site, a higher density in the surrounding area and the planning history with applications promoting 17 (16/00748/FL, withdrawn) or 20 dwellings (15/00623/FL, withdrawn) respectivley on site.",local-authority-eng:NED,not owned by a public authority,,http://planapps-online.ne-derbyshire.gov.uk/online-applications/applicationDetails.do?keyVal=NQ2ZQELIL9600&activeTab=summary,not permissioned,full planning permission,18/00596/FL,https://www.ne-derbyshire.gov.uk/documents/18-00596-fl/download,2017-10-31
"St Peter and St Paul Church, Rectory Road, Duckmanton, Chesterfield, S44 5JH",yes,,2020-03-31,,0.35,2,2,Permission granted for the construction of 2 detached dwellings. Currently decision pending for development of site to include 5 new-build detached houses (19/00894/FL).,local-authority-eng:NED,not owned by a public authority,2018-06-13,https://planapps-online.ne-derbyshire.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OJPVQZLI06K00,permissioned,full planning permission,17/00054/FL,https://www.ne-derbyshire.gov.uk/documents/17-00054-fl/download,2017-10-31
"Duckmanton Lodge, Chesterfield Road, Calow, Chesterfield, S44 5UJ",yes,,2020-03-31,,0.45,1,1,Demolition of existing club and outbuildings and construction of 5 bed detached dwelling and garage,local-authority-eng:NED,not owned by a public authority,2018-11-06,http://planapps-online.ne-derbyshire.gov.uk/online-applications/applicationDetails.do?keyVal=M8JOI9LI2Z000&activeTab=summary,permissioned,full planning permission,17/01059/FL,https://www.ne-derbyshire.gov.uk/documents/17-01059-fl/download,2017-10-31
"The Telmere Lodge, Mansfield Road, Hasland",yes,,2020-03-31,,0.41,5,5,Proposed demolition of public house and ancillary buildings/ structures and construction of 3 houses and 2 bungalows granted. The Council considers that the re-development of the site for five houses would not have an impact on the openness of the Green Belt compared to the existing use and occupation of the site. Another planning application for the proposed demolition of the public house and construction of 4 two storey four bed dwellings (18/00519/FL) was withdrawn in April 2019.,local-authority-eng:NED,not owned by a public authority,2017-09-27,,permissioned,full planning permission,15/01141/FL,https://www.ne-derbyshire.gov.uk/documents/15-01141-fl/download,2017-10-31
"115, North Wingfield Road, Grassmoor",,31/03/2020,2020-03-31,,0.28,7,7,"Demolition of retail unit and proposed residential development was granted in June 2017. However, it was confirmed in June 2020 that the commercial unit on site is still being rented out and there is currently no intention for its re-development. The site is therefore not available for residential development and withdrawn from the register.",local-authority-eng:NED,not owned by a public authority,2017-06-02,,permissioned,outline planning permission,16/01160/OL,https://www.ne-derbyshire.gov.uk/documents/16-01160-ol/download,2017-10-31
"Pilsley Miners Welfare, Rupert Street, Pilsley",yes,,2020-03-31,,0.3,4,4,"Demolition of Former Miners Welfare and erection of 4 detached dwellings granted. Although situated outside the Settlement Development Limit the principles of re-development have been accepted as part of the outline planning permission (16/00113/OL, granted in February 2017).",local-authority-eng:NED,owned by a public authority,2018-03-06,https://planapps-online.ne-derbyshire.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=O1XGHXLIFM200,permissioned,full planning permission,17/01162/FL,https://www.ne-derbyshire.gov.uk/documents/17-01162-fl/download,2017-10-31
"The Rectory, Rectory Road, Long Duckmanton",yes,,2020-03-31,,0.39,8,8,Demolition of existing care home and construction of 8 dwellings (12/00509/FL) granted. Application (18/01072/FL) to vary condition 2 (drawings) of 16/00569/FL to update drawing reflecting the alterations to the scheme was granted on 19 Dec 2018.,local-authority-eng:NED,not owned by a public authority,2019-09-06,http://planapps-online.ne-derbyshire.gov.uk/online-applications/applicationDetails.do?keyVal=O84U5ALIGQQ00&activeTab=summary,permissioned,other,18/01065/DISCON,https://www.ne-derbyshire.gov.uk/documents/18-01065-discon/download,2017-10-31
"Fleur de Lys Hotel, Main Road, Unstone, Dronfield, S18 4AB",,,2020-03-31,,0.11,8,8,"Retention of the existing building with change of use, alterations and extensions, including raising the roof and a balcony, to form 8 no. flats granted. Prior to recent approval demolition of public house and erection of 8 no. dwellings granted (15/01085/FL). It is considered that there would be no detrimental impact on the openness of the Green Belt.",local-authority-eng:NED,not owned by a public authority,2019-08-01,https://planapps-online.ne-derbyshire.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NWZANLLI06400,permissioned,full planning permission,19/00113/FL,https://www.ne-derbyshire.gov.uk/documents/19-00113-fl/download,2017-10-31
Danesmoor County Infant School Pilsley Road Danesmoor Chesterfield S45 9BN,,31/10/2019,2019-10-31,,0.12,5,5,Erection of 28 dwellings for the whole site (including former playing fields) granted. Derbyshire County Council as landowner has confirmed in April 2019 that the site is still being considered for educational use and is therefore not currently available for residential development. The site is therefore withdrawn from the register.,local-authority-eng:NED,owned by a public authority,2018-02-16,https://planapps-online.ne-derbyshire.gov.uk/online-applications/applicationDetails.do?activeTab=details&keyVal=OHI3TALIIF500,permissioned,full planning permission,16/01251/FL,https://www.ne-derbyshire.gov.uk/documents/16-01251-fl/download,2018-10-31
Deans Foods Ltd Stocks Lane Duckmanton Chesterfield S44 5HZ,,31/10/2019,2019-10-31,,0.77,32,32,Former planning permission (13/00314/FL) for re-development of site for 27 two storey dwellings expired in Jan 2017 but principle of residential re-development established. Latest application for residential development of 32 dwellings withdrawn. There was no response from the applicant and it was therefore considered ‘finally disposed of’. The site is therefore withdrawn from the register.,local-authority-eng:NED,not owned by a public authority,,https://planapps-online.ne-derbyshire.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PAD864LIFVR00,not permissioned,full planning permission,18/00613/FL,https://www.ne-derbyshire.gov.uk/documents/18-00613-fl/download,2018-10-31
50 High Street Clay Cross Chesterfield S45 9EE,yes,,2020-03-31,,0.02,6,6,"Conversion of existing disused public house into 5 no. 1 bedroom apartments and 1 no. 2 bedroom apartment (Resubmission of 13/00642/FL) granted. The principle of residential development on the site has already been accepted with the approval of an application to convert this building into 6 apartments under planning approval 13/00642/FL, however this permission has since expired.",local-authority-eng:NED,not owned by a public authority,2019-06-06,https://planapps-online.ne-derbyshire.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MPBDQ5LI2Z000,permissioned,full planning permission,19/00269/FL,https://www.ne-derbyshire.gov.uk/documents/19-00269-fl/download,2019-10-31
"Former Gladys Buxton Centre, Dronfield, S18 2EJ",,,2020-03-31,,0.92,24,24,"The site has been used until recently as Gladys Buxton Adult Community Education Centre. However, the education centre was demolished (19/00070/DEM) and the site was put under offer in summer 2019.",local-authority-eng:NED,owned by a public authority,,https://planapps-online.ne-derbyshire.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PLS3UOLIHWJ00,not permissioned,,DRO/2701,https://www.ne-derbyshire.gov.uk/documents/dro-2701/download,2020-03-31
